商品	订单号	订单状态	商品总价(元)	邮费(元)	店铺优惠折扣(元)	平台优惠折扣(元)	多多支付立减金额(元)	用户实付金额(元)	商家实收金额(元)	商品数量(件)	发货时间	确认收货时间	商品id	商品规格	样式ID	商家备注	售后状态	快递单号	快递公司	订单成交时间
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-516061991133080	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250254	"	申通快递	2024/5/28 19:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-551910193353028	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191247194	"	申通快递	2024/5/28 19:25
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-117097131803079	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"3.0	"	"0.01	"	"5.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191251089	"	申通快递	2024/5/28 19:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-298084002180082	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191247054	"	申通快递	2024/5/28 18:43
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-560228022643809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-474328676723809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-302529984883809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-216630638963809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-130731293043809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-006671582930401	已发货，待收货	"45.0	"	"0.0	"	"4.5	"	"0.0	"	"0.0	"	"40.5	"	"40.5	"	"10	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191251211	"	申通快递	2024/5/28 17:16
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-481550671470963	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191246863	"	申通快递	2024/5/28 17:07
莱特10本超厚400张草稿纸作业练习本学生空白大学生考研验算纸张	240528-028364009221273	已发货，待收货	"7.8	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"7.8	"	"7.8	"	"1	"	2024/5/28 15:19	"	"	"612572388478	"	10本装/每本40张（400张）	"1596114591035	"	"	"	无售后或售后取消	"777218145237395	"	申通快递	2024/5/28 15:04
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-173036039851888	已发货，待收货	"27.0	"	"0.0	"	"2.7	"	"3.93	"	"0.0	"	"20.37	"	"24.3	"	"6	"	2024/5/28 15:19	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218145237371	"	申通快递	2024/5/28 14:49
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-087136693931888	已发货，待收货	"27.0	"	"0.0	"	"2.7	"	"3.93	"	"0.0	"	"20.37	"	"24.3	"	"6	"	2024/5/28 15:19	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218145237371	"	申通快递	2024/5/28 14:49
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-549972918571888	已发货，待收货	"18.0	"	"0.0	"	"1.8	"	"1.94	"	"0.0	"	"14.26	"	"16.2	"	"4	"	2024/5/28 15:19	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218145237371	"	申通快递	2024/5/28 14:28
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-373817393573388	已发货，待收货	"45.0	"	"0.0	"	"4.5	"	"0.0	"	"0.0	"	"40.5	"	"40.5	"	"10	"	2024/5/28 14:28	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218130943879	"	申通快递	2024/5/28 12:31
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-403429179631433	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218130943363	"	申通快递	2024/5/28 10:18
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-046881913060277	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/28 14:28	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218130944058	"	申通快递	2024/5/28 9:27
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-116832418221815	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-554004651651809	未发货，退款成功	"4.5	"	"0.0	"	"0.0	"	"0.44	"	"0.0	"	"4.06	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	退款成功	"	"	"	"	2024/5/28 6:28
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-257991698620344	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"612517929146	"	生字本(5本)	"1596013749702	"	"	"	无售后或售后取消	"777218130948469	"	申通快递	2024/5/27 23:50
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-566818270891974	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218130943867	"	申通快递	2024/5/27 23:39
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-313172989753827	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218130944204	"	申通快递	2024/5/27 22:45
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-656036339230578	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218130948380	"	申通快递	2024/5/27 22:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-576223987230578	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-624788826432710	已发货，待收货	"18.0	"	"0.0	"	"1.8	"	"0.0	"	"0.0	"	"16.2	"	"16.2	"	"4	"	2024/5/28 14:28	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218130944022	"	申通快递	2024/5/27 22:09
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-399182477482861	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.45	"	"0.0	"	"4.05	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	无售后或售后取消	"777218130943510	"	申通快递	2024/5/27 21:47
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-169643886282430	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218130948317	"	申通快递	2024/5/27 21:05
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-415120791082148	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"612517929146	"	生字本(5本)	"1596013749702	"	"	"	无售后或售后取消	"777218130943650	"	申通快递	2024/5/27 21:02
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-456550060471058	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/28 14:28	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218130943648	"	申通快递	2024/5/27 21:01
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-374981333162148	已取消	"22.5	"	"0.0	"	"2.25	"	"0.0	"	"0.0	"	"20.25	"	"20.25	"	"5	"	"	"	"	"	"612517929146	"	生字本(5本)	"1596013749702	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-490256494180277	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/28 14:28	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218130944058	"	申通快递	2024/5/27 21:01
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-126332496042148	已取消	"4.5	"	"0.0	"	"0.0	"	"3.0	"	"0.0	"	"1.5	"	"4.5	"	"1	"	"	"	"	"	"612517929146	"	生字本(5本)	"1596013749702	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-297449582180277	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/28 14:28	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218130944058	"	申通快递	2024/5/27 20:55
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-189441042660277	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-602448873022601	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218130948299	"	申通快递	2024/5/27 19:49
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-563504812260678	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.54	"	"0.0	"	"3.96	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218130943605	"	申通快递	2024/5/27 19:37
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-449771006242970	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"612517929146	"	生字本(5本)	"1596013749702	"	"	"	无售后或售后取消	"777218130943885	"	申通快递	2024/5/27 18:47
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-564946573053506	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218130947361	"	申通快递	2024/5/27 18:40
莱特10本加厚16K大号学校统一学生作业本小学汉语拼音本纠错本	240527-513241290263526	已发货，待收货	"6.8	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"6.8	"	"6.8	"	"1	"	2024/5/29 8:38	"	"	"607820221890	"	32K数学本(10本)	"1596346464013	"	"	"	无售后或售后取消	"777218191250308	"	申通快递	2024/5/28 15:56
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-345878085950394	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/28 14:28	"	"	"612517929146	"	练习本(5本)	"1596013749703	"	"	"	无售后或售后取消	"777218130944095	"	申通快递	2024/5/27 17:34
莱特10本超厚400张草稿纸作业练习本学生空白大学生考研验算纸张	240527-100804923722069	已发货，待收货	"7.8	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"7.8	"	"7.8	"	"1	"	2024/5/27 16:32	"	"	"612572388478	"	10本装/每本40张（400张）	"1596114591035	"	用户备注：请发货厚实的草稿本，谢谢！	无售后或售后取消	"777217488814484	"	申通快递	2024/5/27 15:13
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-683818391282209	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/27 13:22	"	"	"612517929146	"	汉语拼音本(5本)	"1596013749705	"	"	"	无售后或售后取消	"777217598982855	"	申通快递	2024/5/27 13:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-512019699442209	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/27 13:22	"	"	"612517929146	"	练习本(5本)	"1596013749703	"	"	"	无售后或售后取消	"777217598982855	"	申通快递	2024/5/27 13:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-340221007602209	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/27 13:22	"	"	"612517929146	"	方格语文本(5本)	"1596013749694	"	"	"	无售后或售后取消	"777217598982855	"	申通快递	2024/5/27 13:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-004676687602209	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/27 13:22	"	"	"612517929146	"	英语本(5本)	"1596013749697	"	"	"	无售后或售后取消	"777217598982855	"	申通快递	2024/5/27 13:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240527-179642078962209	未发货，退款成功	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"612517929146	"	单线数学本(5本)	"1596013749701	"	"	"	退款成功	"	"	"	"	2024/5/27 13:16
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-610538657312281	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/27 13:22	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777217598981870	"	申通快递	2024/5/27 12:02
莱特16K活页记账本财务账簿收支单出纳出入库存账薄财会明细本	240527-575448041150596	已收货	"23.4	"	"0.0	"	"2.34	"	"2.1	"	"0.0	"	"18.96	"	"21.06	"	"2	"	2024/5/27 13:22	2024/5/28 17:54	"609244903731	"	16K库存商品明细分类账	"1593728670886	"	"	"	无售后或售后取消	"777217598973628	"	申通快递	2024/5/27 11:32
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240527-471376935340686	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/27 8:05	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777217600630710	"	申通快递	2024/5/27 5:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-533161582121193	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	退款成功	"	"	"	"	2024/5/26 23:20
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-447262236201193	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	退款成功	"	"	"	"	2024/5/26 23:20
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-103664852521193	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K读书笔记本(5本)	"1599890404785	"	"	"	退款成功	"	"	"	"	2024/5/26 23:20
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240526-397614814901072	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/27 8:05	"	"	"612517929146	"	英语本(5本)	"1596013749697	"	"	"	无售后或售后取消	"777217600629477	"	申通快递	2024/5/26 20:16
莱特5本加厚200页B5学生笔记本办公记事本白领工作记录本子笔记本	240526-294212083243950	已发货，待收货	"8.4	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"8.4	"	"8.4	"	"1	"	2024/5/27 8:05	"	"	"608059073339	"	B5五本（每本40张）	"1593732323446	"	"	"	无售后或售后取消	"777217600629969	"	申通快递	2024/5/26 18:57
莱特5本加厚200页B5学生笔记本办公记事本白领工作记录本子笔记本	240526-211479467563950	已取消	"8.4	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"8.4	"	"8.4	"	"1	"	"	"	"	"	"608059073339	"	B5五本（每本40张）	"1593732323446	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本加厚500张B5学生笔记本清仓处理A5办公记事本工作日志本子	240526-357097869710846	已发货，待收货	"17.8	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"17.8	"	"17.8	"	"1	"	2024/5/27 8:05	"	"	"613484523608	"	B5五本（每本80张）	"1597016278370	"	"	"	无售后或售后取消	"777217600629544	"	申通快递	2024/5/26 18:41
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-361803364601004	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/27 8:05	"	"	"609881478958	"	16K读书笔记本(5本)	"1599890404785	"	"	"	无售后或售后取消	"777217600629751	"	申通快递	2024/5/26 18:27
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-289905067641004	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/27 8:05	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777217600629751	"	申通快递	2024/5/26 18:26
莱特5本加厚200页B5学生笔记本办公记事本白领工作记录本子笔记本	240526-591459796582411	已取消	"11.7	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"11.7	"	"11.7	"	"1	"	"	"	"	"	"608059073339	"	A5五本（每本100张）	"1593732323453	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特10本学校统一语文作业本学前班写字本小学一年级算术本练字本	240526-051264940313746	未发货，退款成功	"8.3	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"8.3	"	"8.3	"	"1	"	"	"	"	"	"608456990700	"	拼音本（10本横版）	"1591039126435	"	"	"	退款成功	"	"	"	"	2024/5/26 13:07
莱特10本加厚16K大号学校统一学生作业本小学汉语拼音本纠错本	240526-536671700653396	已发货，待收货	"21.0	"	"0.0	"	"2.1	"	"4.73	"	"0.0	"	"14.17	"	"18.9	"	"2	"	2024/5/27 8:05	"	"	"607820221890	"	16K生字本(10本)	"1596347489469	"	"	"	无售后或售后取消	"777217600629355	"	申通快递	2024/5/26 10:54
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-046661649920055	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/27 8:05	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"777217600629994	"	申通快递	2024/5/26 10:35
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-056633597510688	已发货，待收货	"18.0	"	"0.0	"	"1.8	"	"3.24	"	"0.01	"	"12.96	"	"16.2	"	"4	"	2024/5/27 8:05	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777217600628903	"	申通快递	2024/5/26 10:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240526-006480279794086	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.01	"	"8.1	"	"8.1	"	"2	"	2024/5/27 8:05	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777217600630563	"	申通快递	2024/5/26 10:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240525-081002534660548	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/27 8:05	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777217600628812	"	申通快递	2024/5/25 19:58
莱特5本加厚A4学生笔记本B5办公商务记事本大学生课堂笔记草稿本	240525-080048351570353	已发货，待收货	"6.9	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"6.9	"	"6.9	"	"1	"	2024/5/27 8:05	"	"	"614857205457	"	A5混色5本装（每本28张）	"1598292611656	"	"	"	无售后或售后取消	"777217600629301	"	申通快递	2024/5/25 18:47
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240525-518164354852874	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本学生汉语拼音本	240525-348410365491095	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.56	"	"0.0	"	"7.54	"	"8.1	"	"2	"	2024/5/27 8:05	"	"	"612517929146	"	双线数学本(5本)	"1596013749700	"	"	"	无售后或售后取消	"777217600628939	"	申通快递	2024/5/25 15:59
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240525-620112145971095	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.48	"	"0.0	"	"7.62	"	"8.1	"	"2	"	2024/5/27 8:05	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	无售后或售后取消	"777217600628939	"	申通快递	2024/5/25 15:55
